"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier"
"1400000US36063020700","Census Tract 207, Niagara County, New York","1229","74","0","12","0","12","0","12","11","16","34","38","8","14","35","43","75","37","165","75","901","119"
"1400000US36063020900","Census Tract 209, Niagara County, New York","1364","105","0","12","10","16","0","12","29","25","92","71","95","63","225","78","111","76","88","74","714","152"
"1400000US36063021000","Census Tract 210, Niagara County, New York","1521","68","26","42","0","12","0","12","16","28","0","12","61","58","59","44","386","121","345","121","628","138"
"1400000US36063021100","Census Tract 211, Niagara County, New York","1247","89","0","12","0","12","10","11","0","12","15","17","18","20","116","41","59","32","78","37","951","97"
"1400000US36063021200","Census Tract 212, Niagara County, New York","1651","91","0","12","0","12","8","15","0","12","10","15","50","41","26","24","98","56","47","33","1412","104"
"1400000US36063021300","Census Tract 213, Niagara County, New York","1340","64","0","12","0","12","0","12","15","16","18","16","66","45","110","47","169","66","81","40","881","90"
"1400000US36063021400","Census Tract 214, Niagara County, New York","1074","57","0","12","11","19","0","12","5","7","0","12","4","6","17","15","223","61","164","54","650","107"
"1400000US36063021700","Census Tract 217, Niagara County, New York","1839","98","0","12","0","12","32","38","0","12","0","12","21","28","116","65","261","103","561","129","848","138"
"1400000US36063022000","Census Tract 220, Niagara County, New York","1613","78","0","12","0","12","7","12","39","33","8","12","124","64","89","49","612","121","178","83","556","99"
"1400000US36063022100","Census Tract 221, Niagara County, New York","1139","63","0","12","0","12","0","12","11","17","0","12","9","14","40","34","589","119","305","98","185","74"
"1400000US36063022200","Census Tract 222, Niagara County, New York","1885","67","0","12","0","12","0","12","7","11","79","62","293","95","264","108","351","91","237","94","654","157"
"1400000US36063022300","Census Tract 223, Niagara County, New York","1139","58","0","12","0","12","0","12","25","40","21","31","60","46","20","30","366","107","389","97","258","77"
"1400000US36063022401","Census Tract 224.01, Niagara County, New York","883","31","7","11","0","12","14","14","95","34","0","12","27","22","63","30","423","64","88","46","166","46"
"1400000US36063022500","Census Tract 225, Niagara County, New York","1437","64","0","12","0","12","11","17","104","63","83","51","336","89","226","89","542","106","71","46","64","50"
"1400000US36063022601","Census Tract 226.01, Niagara County, New York","1085","72","0","12","0","12","0","12","122","52","22","16","48","27","173","49","325","66","188","56","207","73"
"1400000US36063022602","Census Tract 226.02, Niagara County, New York","2642","190","22","35","15","24","59","46","284","137","437","147","484","174","500","151","478","187","259","155","104","74"
"1400000US36063022702","Census Tract 227.02, Niagara County, New York","2570","129","94","56","67","57","207","89","488","133","339","132","298","109","281","119","362","128","111","61","323","127"
"1400000US36063022711","Census Tract 227.11, Niagara County, New York","4240","169","75","71","131","86","1100","220","497","191","197","107","466","192","371","161","737","229","170","145","496","200"
"1400000US36063022712","Census Tract 227.12, Niagara County, New York","3251","174","10","16","120","63","633","172","948","173","445","112","183","68","114","71","570","164","55","44","173","71"
"1400000US36063022803","Census Tract 228.03, Niagara County, New York","1501","47","11","17","29","26","21","25","15","18","273","73","400","86","337","79","295","111","39","37","81","57"
"1400000US36063022804","Census Tract 228.04, Niagara County, New York","1410","52","0","12","0","12","0","12","46","46","182","70","141","55","145","56","487","100","108","53","301","84"
"1400000US36063022901","Census Tract 229.01, Niagara County, New York","1185","60","0","12","0","12","0","12","28","28","33","30","49","28","137","63","310","93","94","44","534","95"
"1400000US36063022902","Census Tract 229.02, Niagara County, New York","1418","44","0","12","26","25","0","12","173","54","20","16","140","61","104","46","437","99","200","77","318","81"
"1400000US36063023001","Census Tract 230.01, Niagara County, New York","1126","51","0","12","0","12","12","19","11","17","0","12","56","51","49","38","102","51","237","80","659","96"
"1400000US36063023100","Census Tract 231, Niagara County, New York","1156","73","0","12","0","12","0","12","15","23","0","12","19","23","24","28","54","39","157","92","887","116"
"1400000US36063023200","Census Tract 232, Niagara County, New York","1720","88","0","12","0","12","12","18","79","64","36","33","198","80","60","42","124","80","210","79","1001","140"
"1400000US36063023300","Census Tract 233, Niagara County, New York","3400","129","0","17","0","17","162","85","112","79","227","108","701","199","514","171","764","173","356","127","564","196"
"1400000US36063023401","Census Tract 234.01, Niagara County, New York","2919","117","30","47","39","43","127","81","298","139","636","156","641","189","198","92","328","134","128","68","494","183"
"1400000US36063023402","Census Tract 234.02, Niagara County, New York","1841","78","9","14","12","18","177","56","177","65","214","72","509","97","203","78","219","71","109","50","212","89"
"1400000US36063023404","Census Tract 234.04, Niagara County, New York","2229","105","70","72","19","30","633","155","525","159","218","92","178","96","246","107","111","85","44","43","185","109"
"1400000US36063023405","Census Tract 234.05, Niagara County, New York","1962","96","14","17","85","54","136","49","788","147","518","126","205","83","101","63","0","12","0","12","115","73"
"1400000US36063023500","Census Tract 235, Niagara County, New York","1299","62","0","12","0","12","0","12","72","60","69","63","122","76","49","48","15","22","66","58","906","127"
"1400000US36063023600","Census Tract 236, Niagara County, New York","1884","70","40","49","0","12","29","47","67","62","32","27","53","34","141","62","191","77","59","36","1272","120"
"1400000US36063023700","Census Tract 237, Niagara County, New York","1323","69","0","12","11","18","39","60","0","12","57","48","111","49","59","55","98","84","74","51","874","132"
"1400000US36063023800","Census Tract 238, Niagara County, New York","1553","76","0","12","0","12","0","12","0","12","0","12","17","20","90","69","150","64","145","73","1151","112"
"1400000US36063023901","Census Tract 239.01, Niagara County, New York","1980","83","0","12","0","12","8","14","24","25","73","60","132","64","245","84","308","78","147","67","1043","136"
"1400000US36063023902","Census Tract 239.02, Niagara County, New York","2459","92","45","49","0","12","37","41","66","58","180","101","804","168","325","128","409","128","112","77","481","140"
"1400000US36063024001","Census Tract 240.01, Niagara County, New York","2328","145","0","17","26","30","159","94","240","114","227","90","232","88","160","82","155","69","184","117","945","221"
"1400000US36063024002","Census Tract 240.02, Niagara County, New York","832","49","2","5","0","12","3","5","54","22","25","13","81","33","56","24","49","17","31","15","531","58"
"1400000US36063024101","Census Tract 241.01, Niagara County, New York","1650","122","11","17","7","11","113","67","266","97","21","23","242","78","139","60","189","70","82","49","580","124"
"1400000US36063024102","Census Tract 241.02, Niagara County, New York","1197","75","4","6","6","8","30","19","112","41","134","48","102","36","59","29","111","42","33","27","606","70"
"1400000US36063024201","Census Tract 242.01, Niagara County, New York","2846","191","79","98","14","24","216","104","350","111","99","66","289","126","356","143","409","152","181","86","853","170"
"1400000US36063024202","Census Tract 242.02, Niagara County, New York","1437","82","0","12","10","16","116","61","142","69","81","57","138","77","180","72","213","101","65","42","492","130"
"1400000US36063024301","Census Tract 243.01, Niagara County, New York","590","42","2","3","3","6","27","24","43","22","73","26","35","20","51","33","54","26","3","4","299","44"
"1400000US36063024302","Census Tract 243.02, Niagara County, New York","2229","123","0","12","31","22","144","60","251","77","255","82","312","94","88","65","211","86","147","69","790","161"
"1400000US36063024303","Census Tract 243.03, Niagara County, New York","2417","146","73","98","28","33","212","101","449","148","170","84","283","150","128","61","427","124","112","93","535","146"
"1400000US36063024401","Census Tract 244.01, Niagara County, New York","1413","94","16","14","78","75","20","21","17","19","47","32","161","58","146","62","445","103","222","86","261","84"
"1400000US36063024404","Census Tract 244.04, Niagara County, New York","2122","115","49","76","17","27","85","50","361","118","246","90","216","91","116","70","719","135","151","79","162","78"
"1400000US36063024405","Census Tract 244.05, Niagara County, New York","2247","130","15","22","30","37","232","90","281","115","124","79","182","85","534","173","298","95","109","61","442","159"
"1400000US36063024406","Census Tract 244.06, Niagara County, New York","887","46","0","12","9","8","21","17","43","34","28","21","40","31","95","37","321","70","188","63","142","43"
"1400000US36063024501","Census Tract 245.01, Niagara County, New York","1198","54","0","12","6","8","89","40","46","21","84","39","105","36","253","51","248","62","38","29","329","72"
"1400000US36063024502","Census Tract 245.02, Niagara County, New York","1898","87","11","18","7","11","160","74","179","85","146","64","210","84","181","76","419","101","202","87","383","100"
"1400000US36063024600","Census Tract 246, Niagara County, New York","2059","56","0","12","0","12","19","21","121","57","143","60","263","92","249","90","700","125","276","94","288","101"
"1400000US36063940001","Census Tract 9400.01, Niagara County, New York","447","51","0","12","0","12","47","20","68","32","54","19","22","23","32","16","12","11","0","12","212","53"
"1400000US36063940100","Census Tract 9401, Niagara County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36063990000","Census Tract 9900, Niagara County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
