"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier"
"1400000US36047035601","Census Tract 356.01, Kings County, New York","1526","25","0","12","0","12","0","12","38","31","9","15","102","68","1142","129","201","91","25","22","9","15"
"1400000US36047035602","Census Tract 356.02, Kings County, New York","2914","52","23","46","0","17","14","22","0","17","66","75","220","75","2047","191","144","85","158","98","242","116"
"1400000US36047035700","Census Tract 357, Kings County, New York","1028","60","0","12","12","19","12","12","74","45","44","26","14","21","40","35","63","32","27","25","742","85"
"1400000US36047035900","Census Tract 359, Kings County, New York","2449","117","0","17","0","17","76","91","314","131","52","51","38","54","97","77","52","64","140","94","1680","218"
"1400000US36047036001","Census Tract 360.01, Kings County, New York","1828","37","0","12","0","12","9","14","47","36","67","44","12","13","401","109","331","90","98","58","863","132"
"1400000US36047036002","Census Tract 360.02, Kings County, New York","2172","71","13","21","0","12","0","12","0","12","166","114","79","55","116","87","26","29","190","111","1582","194"
"1400000US36047036100","Census Tract 361, Kings County, New York","1236","55","0","12","24","37","209","74","111","64","5","10","67","56","48","44","58","38","87","66","627","106"
"1400000US36047036200","Census Tract 362, Kings County, New York","1471","102","41","57","211","91","293","76","14","18","24","30","32","36","8","12","111","52","120","81","617","125"
"1400000US36047036300","Census Tract 363, Kings County, New York","2042","86","19","21","0","17","490","135","118","77","196","100","42","40","76","58","20","21","80","68","1001","163"
"1400000US36047036400","Census Tract 364, Kings County, New York","923","63","0","12","18","16","107","40","12","13","0","12","15","17","84","33","74","45","74","41","539","91"
"1400000US36047036501","Census Tract 365.01, Kings County, New York","1401","26","16","28","13","23","80","56","45","38","30","33","52","51","688","127","55","46","9","15","413","132"
"1400000US36047036502","Census Tract 365.02, Kings County, New York","632","34","67","40","89","46","146","61","0","12","7","11","18","19","9","15","0","12","12","17","284","71"
"1400000US36047036600","Census Tract 366, Kings County, New York","1401","82","0","12","0","12","242","83","47","38","0","12","98","56","292","83","170","72","155","76","397","109"
"1400000US36047036700","Census Tract 367, Kings County, New York","578","35","0","12","4","7","54","26","0","12","7","13","0","12","18","16","33","26","30","27","432","52"
"1400000US36047036900","Census Tract 369, Kings County, New York","2343","104","30","36","148","92","13","22","0","17","0","17","104","74","265","117","90","69","146","101","1547","178"
"1400000US36047037000","Census Tract 370, Kings County, New York","1668","86","0","12","0","12","0","12","0","12","0","12","13","15","175","68","751","120","379","84","350","84"
"1400000US36047037100","Census Tract 371, Kings County, New York","1810","79","0","12","0","12","343","131","189","91","37","44","30","34","77","65","20","21","89","60","1025","146"
"1400000US36047037300","Census Tract 373, Kings County, New York","1857","86","51","47","103","63","0","12","23","30","28","31","8","12","277","92","89","56","35","37","1243","140"
"1400000US36047037401","Census Tract 374.01, Kings County, New York","2049","54","0","12","53","36","15","24","32","40","18","14","66","35","513","118","656","149","391","145","305","79"
"1400000US36047037402","Census Tract 374.02, Kings County, New York","2279","117","0","12","36","30","97","104","18","28","30","37","0","12","423","209","952","212","386","173","337","193"
"1400000US36047037500","Census Tract 375, Kings County, New York","1499","84","77","50","34","30","183","89","174","63","34","32","60","46","0","12","119","72","17","26","801","126"
"1400000US36047037700","Census Tract 377, Kings County, New York","1888","74","9","13","0","12","22","26","22","24","12","19","11","21","9","13","21","24","55","46","1727","94"
"1400000US36047037900","Census Tract 379, Kings County, New York","1737","77","0","12","43","43","258","102","172","81","43","43","12","17","20","23","24","37","100","66","1065","135"
"1400000US36047038100","Census Tract 381, Kings County, New York","2331","98","16","24","14","22","67","54","58","59","93","75","56","61","234","119","485","163","115","72","1193","190"
"1400000US36047038200","Census Tract 382, Kings County, New York","2259","85","0","17","0","17","17","28","0","17","73","77","12","20","343","167","1495","184","133","83","186","90"
"1400000US36047038300","Census Tract 383, Kings County, New York","1954","84","0","12","13","25","0","12","9","14","0","12","0","12","28","33","62","60","25","32","1817","118"
"1400000US36047038500","Census Tract 385, Kings County, New York","1700","100","0","12","46","38","20","23","82","68","25","24","120","69","110","73","34","29","130","83","1133","147"
"1400000US36047038600","Census Tract 386, Kings County, New York","1258","107","8","13","26","30","136","90","0","12","0","12","30","29","174","85","60","42","83","51","741","119"
"1400000US36047038700","Census Tract 387, Kings County, New York","1771","92","119","60","11","17","30","33","109","61","80","50","48","46","39","36","67","49","152","85","1116","156"
"1400000US36047038800","Census Tract 388, Kings County, New York","1633","53","0","12","8","13","0","12","28","25","29","26","22","21","295","114","599","131","116","79","536","121"
"1400000US36047038900","Census Tract 389, Kings County, New York","1288","57","65","53","0","12","345","109","125","80","72","60","69","45","34","31","40","31","16","24","522","123"
"1400000US36047039000","Census Tract 390, Kings County, New York","891","54","14","15","0","12","0","12","45","31","16","16","11","11","173","56","201","59","164","61","267","75"
"1400000US36047039100","Census Tract 391, Kings County, New York","1429","89","135","66","211","73","475","147","89","76","0","12","83","63","26","41","86","78","113","83","211","128"
"1400000US36047039200","Census Tract 392, Kings County, New York","1165","46","0","12","19","22","0","12","22","24","10","16","22","25","225","68","223","76","82","46","562","89"
"1400000US36047039300","Census Tract 393, Kings County, New York","1636","80","44","37","172","75","243","111","87","67","28","39","48","30","92","50","50","47","182","65","690","134"
"1400000US36047039400","Census Tract 394, Kings County, New York","829","51","0","12","0","12","35","22","0","12","23","28","15","18","9","11","13","10","49","29","685","59"
"1400000US36047039500","Census Tract 395, Kings County, New York","1413","93","88","60","37","45","105","68","57","55","10","17","28","30","21","24","26","24","80","55","961","135"
"1400000US36047039600","Census Tract 396, Kings County, New York","819","74","0","12","22","28","44","44","7","11","14","13","21","19","97","43","93","65","84","38","437","85"
"1400000US36047039700","Census Tract 397, Kings County, New York","1586","66","10","16","0","12","49","53","122","64","56","49","111","60","23","36","24","28","56","46","1135","143"
"1400000US36047039800","Census Tract 398, Kings County, New York","887","58","0","12","0","12","81","51","0","12","20","24","29","17","64","41","46","31","76","39","571","82"
"1400000US36047039900","Census Tract 399, Kings County, New York","1561","89","0","12","0","12","35","33","0","12","26","42","93","65","8","18","114","55","159","73","1126","140"
"1400000US36047040000","Census Tract 400, Kings County, New York","1147","63","0","12","0","12","0","12","26","22","0","12","49","41","0","12","103","53","179","70","790","112"
"1400000US36047040100","Census Tract 401, Kings County, New York","1334","95","26","33","115","78","136","77","159","93","35","35","76","45","54","49","58","58","47","38","628","136"
"1400000US36047040200","Census Tract 402, Kings County, New York","1010","42","0","12","17","21","29","22","0","12","0","12","50","34","103","45","86","41","101","39","624","76"
"1400000US36047040300","Census Tract 403, Kings County, New York","1575","65","30","36","108","52","148","66","17","30","0","12","77","79","97","73","170","76","68","42","860","138"
"1400000US36047040400","Census Tract 404, Kings County, New York","923","54","0","12","16","14","26","22","7","12","8","10","46","20","0","12","132","47","84","36","604","64"
"1400000US36047040500","Census Tract 405, Kings County, New York","696","53","40","24","0","12","58","41","0","12","53","46","71","49","42","37","7","11","49","35","376","77"
"1400000US36047040600","Census Tract 406, Kings County, New York","1225","84","0","12","0","12","25","27","8","12","53","46","12","14","40","29","36","27","142","66","909","108"
"1400000US36047040700","Census Tract 407, Kings County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047040800","Census Tract 408, Kings County, New York","1180","91","0","12","0","12","0","12","4","10","9","15","0","12","22","25","80","56","42","55","1023","120"
"1400000US36047040900","Census Tract 409, Kings County, New York","1449","55","0","12","0","12","23","37","74","67","44","37","121","60","16","24","86","61","51","60","1034","128"
"1400000US36047041000","Census Tract 410, Kings County, New York","766","50","0","12","0","12","0","12","16","13","0","12","7","10","133","45","44","28","75","37","491","68"
"1400000US36047041100","Census Tract 411, Kings County, New York","1377","71","19","31","0","12","28","31","0","12","136","82","64","63","118","70","60","57","99","54","853","134"
"1400000US36047041200","Census Tract 412, Kings County, New York","1088","65","8","12","0","12","90","49","8","13","8","12","0","12","6","10","79","47","139","70","750","116"
"1400000US36047041300","Census Tract 413, Kings County, New York","1448","71","27","44","0","12","277","102","83","58","74","52","10","17","0","12","53","47","52","43","872","114"
"1400000US36047041401","Census Tract 414.01, Kings County, New York","511","48","0","12","29","32","6","8","23","17","15","13","0","12","36","27","179","63","19","17","204","71"
"1400000US36047041402","Census Tract 414.02, Kings County, New York","734","42","0","12","0","12","9","8","32","31","35","37","28","27","18","19","21","16","140","49","451","82"
"1400000US36047041500","Census Tract 415, Kings County, New York","1447","74","0","12","0","12","41","31","142","71","91","58","118","70","16","26","14","23","46","47","979","134"
"1400000US36047041600","Census Tract 416, Kings County, New York","809","47","0","12","10","15","28","28","26","22","10","18","0","12","109","48","29","22","86","32","511","70"
"1400000US36047041700","Census Tract 417, Kings County, New York","1475","75","9","16","0","12","212","89","95","79","233","85","10","19","58","57","60","47","30","37","768","143"
"1400000US36047041800","Census Tract 418, Kings County, New York","919","48","0","12","0","12","11","12","4","7","10","11","25","26","64","32","88","33","70","45","647","68"
"1400000US36047041900","Census Tract 419, Kings County, New York","1435","62","64","52","0","12","57","51","203","77","148","74","184","97","115","58","15","18","11","18","638","135"
"1400000US36047042000","Census Tract 420, Kings County, New York","590","37","0","12","0","12","23","24","6","9","0","12","23","21","42","31","31","26","46","26","419","46"
"1400000US36047042100","Census Tract 421, Kings County, New York","1504","81","29","29","0","12","206","117","312","97","8","14","80","57","48","51","81","58","49","41","691","156"
"1400000US36047042200","Census Tract 422, Kings County, New York","1189","77","0","12","12","20","19","22","27","25","17","26","20","22","20","22","193","71","122","59","759","113"
"1400000US36047042300","Census Tract 423, Kings County, New York","1494","55","75","35","8","12","276","101","86","60","120","69","121","74","0","12","66","62","60","56","682","132"
"1400000US36047042400","Census Tract 424, Kings County, New York","1353","107","0","12","10","14","71","62","6","9","12","15","36","34","71","54","118","64","63","42","966","126"
"1400000US36047042500","Census Tract 425, Kings County, New York","1183","52","33","31","163","101","307","105","58","61","54","41","104","62","19","29","87","51","21","25","337","94"
"1400000US36047042600","Census Tract 426, Kings County, New York","1610","42","0","12","0","12","152","68","0","12","22","24","36","29","29","29","47","31","48","32","1276","92"
"1400000US36047042700","Census Tract 427, Kings County, New York","1897","63","74","49","27","25","115","62","48","44","223","94","47","43","99","60","62","49","87","49","1115","125"
"1400000US36047042800","Census Tract 428, Kings County, New York","1541","85","0","12","0","12","171","67","32","32","8","12","0","12","23","17","107","57","127","62","1073","125"
"1400000US36047042900","Census Tract 429, Kings County, New York","2041","81","28","25","32","29","38","39","15","17","12","18","191","83","204","87","95","51","74","65","1352","148"
"1400000US36047043000","Census Tract 430, Kings County, New York","1322","79","12","19","0","12","51","47","0","12","68","57","82","55","21","24","224","81","124","68","740","129"
"1400000US36047043100","Census Tract 431, Kings County, New York","1911","43","0","12","0","12","123","73","63","44","50","46","133","71","36","43","152","75","185","94","1169","137"
"1400000US36047043200","Census Tract 432, Kings County, New York","1507","90","0","12","17","18","208","61","53","45","6","9","22","24","84","53","97","51","126","68","894","115"
"1400000US36047043300","Census Tract 433, Kings County, New York","1411","95","0","12","0","12","51","44","216","91","359","121","54","37","7","15","70","47","0","12","654","131"
"1400000US36047043400","Census Tract 434, Kings County, New York","1351","73","0","12","0","12","21","19","12","18","79","56","101","72","22","23","28","25","99","59","989","121"
"1400000US36047043500","Census Tract 435, Kings County, New York","1592","55","17","27","0","17","110","72","149","86","23","31","70","63","41","48","24","30","43","40","1115","144"
"1400000US36047043600","Census Tract 436, Kings County, New York","1669","53","0","17","0","17","72","63","8","12","126","65","99","67","37","32","93","60","114","89","1120","147"
"1400000US36047043700","Census Tract 437, Kings County, New York","2039","66","0","17","23","29","190","89","0","17","17","27","133","86","56","47","135","72","131","76","1354","163"
"1400000US36047043800","Census Tract 438, Kings County, New York","1079","63","0","12","67","24","60","36","19","15","19","16","21","15","56","23","104","40","270","64","463","75"
"1400000US36047043900","Census Tract 439, Kings County, New York","1382","57","19","25","0","12","51","62","59","58","29","39","41","38","128","88","157","78","94","64","804","136"
"1400000US36047044000","Census Tract 440, Kings County, New York","971","54","0","12","0","12","32","29","25","26","30","29","11","12","88","44","125","54","214","63","446","87"
"1400000US36047044100","Census Tract 441, Kings County, New York","2062","71","0","17","10","15","141","60","34","33","11","16","144","82","127","66","111","64","123","67","1361","139"
"1400000US36047044200","Census Tract 442, Kings County, New York","942","66","0","12","31","49","26","22","36","33","30","32","26","30","168","66","26","21","144","70","455","92"
"1400000US36047044300","Census Tract 443, Kings County, New York","2041","67","11","16","54","51","232","115","36","34","17","25","82","61","135","76","124","83","152","80","1198","158"
"1400000US36047044400","Census Tract 444, Kings County, New York","1343","50","11","18","0","12","9","15","65","59","10","23","84","54","317","123","294","124","135","68","418","141"
"1400000US36047044500","Census Tract 445, Kings County, New York","1768","40","0","12","12","18","45","33","0","12","88","49","77","58","12","18","106","52","177","90","1251","126"
"1400000US36047044600","Census Tract 446, Kings County, New York","678","50","0","12","0","12","43","24","9","11","11","13","16","15","105","44","120","57","92","43","282","66"
"1400000US36047044700","Census Tract 447, Kings County, New York","884","49","0","12","0","12","19","30","0","12","69","38","59","48","49","44","144","55","68","40","476","79"
"1400000US36047044800","Census Tract 448, Kings County, New York","759","54","0","12","0","12","0","12","0","12","0","12","57","39","284","65","206","60","27","16","185","46"
"1400000US36047044900","Census Tract 449, Kings County, New York","1173","69","0","12","0","12","0","12","97","84","0","12","25","27","294","104","535","150","60","59","162","82"
"1400000US36047045000","Census Tract 450, Kings County, New York","187","62","0","12","0","12","17","21","0","12","0","12","0","12","22","27","22","28","42","22","84","39"
"1400000US36047045200","Census Tract 452, Kings County, New York","954","54","0","12","5","8","23","29","57","40","5","9","114","53","43","34","155","46","198","54","354","67"
"1400000US36047045300","Census Tract 453, Kings County, New York","702","45","0","12","0","12","33","36","38","36","22","21","37","26","20","27","72","36","89","77","391","84"
"1400000US36047045400","Census Tract 454, Kings County, New York","596","50","0","12","0","12","0","12","0","12","48","42","0","12","100","60","25","25","42","26","381","70"
"1400000US36047045600","Census Tract 456, Kings County, New York","849","58","0","12","0","12","0","12","0","12","15","14","7","12","11","12","102","59","141","55","573","72"
"1400000US36047045800","Census Tract 458, Kings County, New York","553","39","0","12","7","10","35","26","21","32","0","12","38","39","43","29","155","50","71","36","183","61"
"1400000US36047046000","Census Tract 460, Kings County, New York","1256","64","0","12","0","12","9","14","11","17","29","28","38","30","191","73","163","73","97","49","718","108"
"1400000US36047046201","Census Tract 462.01, Kings County, New York","1087","76","0","12","0","12","18","20","11","16","44","36","170","83","257","88","265","90","73","50","249","90"
"1400000US36047046202","Census Tract 462.02, Kings County, New York","637","52","6","8","0","12","0","12","0","12","0","12","20","23","63","33","50","37","89","38","409","73"
"1400000US36047046400","Census Tract 464, Kings County, New York","705","39","0","12","18","22","102","46","21","18","0","12","18","26","63","39","89","36","49","29","345","69"
"1400000US36047046800","Census Tract 468, Kings County, New York","527","52","0","12","19","24","91","60","8","13","0","12","75","52","87","53","27","21","63","42","157","63"
"1400000US36047047000","Census Tract 470, Kings County, New York","742","53","0","12","0","12","58","29","92","49","98","57","6","8","40","33","113","59","97","47","238","71"
"1400000US36047047200","Census Tract 472, Kings County, New York","739","59","0","12","9","13","36","28","31","23","97","55","36","32","27","33","44","29","184","61","275","67"
"1400000US36047047400","Census Tract 474, Kings County, New York","764","57","0","12","0","12","11","11","6","9","26","14","63","32","127","56","48","29","78","38","405","68"
"1400000US36047047600","Census Tract 476, Kings County, New York","1088","42","0","12","9","14","33","39","94","61","113","82","32","40","145","79","84","54","27","43","551","102"
"1400000US36047047700","Census Tract 477, Kings County, New York","1947","77","193","79","92","49","528","111","127","60","19","21","59","46","38","30","49","35","46","46","796","127"
"1400000US36047047800","Census Tract 478, Kings County, New York","1112","98","0","12","0","12","90","59","196","106","0","12","51","48","68","56","98","57","58","46","551","130"
"1400000US36047048000","Census Tract 480, Kings County, New York","1129","61","0","12","0","12","0","12","131","81","43","52","88","65","121","91","137","75","78","51","531","134"
"1400000US36047048100","Census Tract 481, Kings County, New York","1441","78","7","10","0","12","146","55","124","64","30","23","59","42","53","36","78","49","89","62","855","108"
"1400000US36047048200","Census Tract 482, Kings County, New York","1843","120","0","12","12","19","74","41","78","51","82","40","84","70","260","96","417","118","143","86","693","146"
"1400000US36047048400","Census Tract 484, Kings County, New York","1666","71","32","29","0","17","166","86","25","26","0","17","36","33","259","89","119","81","168","81","861","128"
"1400000US36047048500","Census Tract 485, Kings County, New York","981","43","0","12","7","10","17","26","91","33","72","40","88","46","92","46","48","29","38","24","528","83"
"1400000US36047048600","Census Tract 486, Kings County, New York","934","46","0","12","10","14","0","12","23","21","33","25","28","25","107","56","77","43","79","33","577","79"
"1400000US36047048800","Census Tract 488, Kings County, New York","1449","63","0","12","7","11","0","12","0","12","59","44","14","23","349","90","243","84","86","64","691","131"
"1400000US36047048900","Census Tract 489, Kings County, New York","1615","41","0","12","0","12","49","79","40","49","0","12","147","93","533","177","607","174","71","55","168","113"
"1400000US36047049000","Census Tract 490, Kings County, New York","2301","92","0","17","0","17","25","40","62","66","17","30","206","110","550","169","345","153","126","92","970","209"
"1400000US36047049100","Census Tract 491, Kings County, New York","2882","81","0","17","25","42","236","133","247","111","13","20","585","220","1084","248","288","144","105","68","299","142"
"1400000US36047049200","Census Tract 492, Kings County, New York","1120","72","0","12","0","12","10","16","0","12","41","34","59","46","237","63","126","70","226","82","421","101"
"1400000US36047049300","Census Tract 493, Kings County, New York","3472","84","0","17","104","82","164","79","124","95","280","156","652","210","182","99","87","83","135","101","1744","257"
"1400000US36047049400","Census Tract 494, Kings County, New York","2033","72","0","17","0","17","14","23","0","17","0","17","23","27","343","100","87","47","357","124","1209","146"
"1400000US36047049500","Census Tract 495, Kings County, New York","1271","83","37","27","61","45","75","46","19","22","40","33","32","28","41","29","69","43","56","36","841","121"
"1400000US36047049600","Census Tract 496, Kings County, New York","1475","79","0","12","0","12","0","12","17","19","10","18","95","52","199","86","50","35","160","70","944","143"
"1400000US36047049700","Census Tract 497, Kings County, New York","1588","68","47","27","103","54","229","79","0","12","65","45","78","48","78","48","90","55","44","38","854","108"
"1400000US36047049800","Census Tract 498, Kings County, New York","1572","82","0","12","0","12","23","24","0","12","29","32","122","57","82","54","386","82","272","88","658","121"
"1400000US36047049900","Census Tract 499, Kings County, New York","938","63","90","69","26","24","143","48","13","17","49","41","32","29","28","24","41","36","88","71","428","90"
"1400000US36047050000","Census Tract 500, Kings County, New York","1576","65","9","13","0","12","68","56","10","15","0","12","10","15","116","63","466","108","259","74","638","114"
"1400000US36047050100","Census Tract 501, Kings County, New York","1520","58","15","22","76","61","146","63","116","81","31","27","34","32","79","43","65","45","73","41","885","122"
"1400000US36047050202","Census Tract 502.02, Kings County, New York","1125","27","0","12","0","12","51","41","26","20","88","59","13","20","260","71","74","47","0","12","613","91"
"1400000US36047050300","Census Tract 503, Kings County, New York","1396","58","22","24","33","41","97","54","41","42","25","29","32","33","51","29","109","66","69","51","917","105"
"1400000US36047050400","Census Tract 504, Kings County, New York","2158","80","99","46","0","12","65","45","72","57","97","59","67","56","274","95","321","105","249","88","914","147"
"1400000US36047050500","Census Tract 505, Kings County, New York","2053","97","0","12","97","67","327","101","58","66","78","66","53","43","278","113","262","111","117","64","783","168"
"1400000US36047050600","Census Tract 506, Kings County, New York","2050","81","0","17","0","17","0","17","24","25","23","24","109","70","181","86","183","87","205","76","1325","152"
"1400000US36047050700","Census Tract 507, Kings County, New York","652","49","38","27","7","10","278","61","97","39","14","15","24","19","21","20","62","39","5","8","106","48"
"1400000US36047050801","Census Tract 508.01, Kings County, New York","1516","40","0","12","0","12","0","12","8","13","16","25","8","15","62","47","102","62","163","66","1157","112"
"1400000US36047050803","Census Tract 508.03, Kings County, New York","1003","36","0","12","0","12","0","12","5","8","0","12","10","10","45","24","44","23","57","25","842","50"
"1400000US36047050804","Census Tract 508.04, Kings County, New York","2782","70","86","84","97","69","28","33","26","40","98","79","14","23","291","143","185","125","283","120","1674","221"
"1400000US36047050900","Census Tract 509, Kings County, New York","839","47","31","25","150","53","397","76","93","50","26","17","8","13","6","9","0","17","13","14","115","51"
"1400000US36047051001","Census Tract 510.01, Kings County, New York","1563","42","0","12","0","12","0","12","0","12","10","15","9","16","34","28","106","48","223","85","1181","117"
"1400000US36047051002","Census Tract 510.02, Kings County, New York","1964","49","0","12","0","12","0","12","15","17","0","12","71","45","28","45","303","105","143","59","1404","120"
"1400000US36047051100","Census Tract 511, Kings County, New York","2026","86","106","57","153","82","174","78","76","47","340","108","39","35","589","115","256","102","0","12","293","110"
"1400000US36047051200","Census Tract 512, Kings County, New York","2532","106","0","17","0","17","0","17","0","17","0","17","16","26","155","85","304","151","191","94","1866","219"
"1400000US36047051300","Census Tract 513, Kings County, New York","2429","116","85","71","350","131","435","158","182","114","0","17","202","133","181","114","99","87","85","61","810","161"
"1400000US36047051400","Census Tract 514, Kings County, New York","2843","85","0","17","0","17","0","17","0","17","0","17","98","76","220","104","283","148","382","158","1860","215"
"1400000US36047051500","Census Tract 515, Kings County, New York","1212","48","191","61","260","78","295","77","19","18","10","14","9","15","47","37","0","12","53","48","328","77"
"1400000US36047051601","Census Tract 516.01, Kings County, New York","2129","68","0","17","0","17","0","17","23","25","9","13","72","51","120","79","68","35","131","62","1706","147"
"1400000US36047051602","Census Tract 516.02, Kings County, New York","1497","50","0","12","0","12","0","12","27","36","36","34","44","42","66","57","171","92","147","71","1006","110"
"1400000US36047051700","Census Tract 517, Kings County, New York","1571","72","44","35","351","88","427","130","37","34","22","24","14","22","29","28","31","49","54","38","562","144"
"1400000US36047051800","Census Tract 518, Kings County, New York","1494","46","27","27","0","12","55","54","0","12","8","12","9","14","170","78","286","87","120","68","819","131"
"1400000US36047051900","Census Tract 519, Kings County, New York","3093","152","263","133","448","146","897","267","80","73","0","17","124","107","76","66","19","30","63","72","1123","206"
"1400000US36047052000","Census Tract 520, Kings County, New York","1406","72","0","12","0","12","13","21","18","20","11","18","43","32","221","59","125","65","209","100","766","102"
"1400000US36047052300","Census Tract 523, Kings County, New York","2352","133","28","32","27","29","301","122","166","133","195","138","101","67","212","117","129","101","94","59","1099","210"
"1400000US36047052500","Census Tract 525, Kings County, New York","1332","74","13","20","0","12","31","28","55","33","60","63","12","19","552","133","104","67","63","58","442","123"
"1400000US36047052600","Census Tract 526, Kings County, New York","1837","61","0","12","0","12","38","35","7","11","7","11","107","63","373","100","237","93","203","79","865","131"
"1400000US36047052700","Census Tract 527, Kings County, New York","2583","98","0","17","38","38","156","81","200","119","131","97","244","128","155","107","351","145","212","117","1096","199"
"1400000US36047052800","Census Tract 528, Kings County, New York","716","25","0","12","0","12","0","12","0","12","12","13","0","12","39","25","66","27","96","38","503","49"
"1400000US36047052900","Census Tract 529, Kings County, New York","1017","69","0","12","22","36","0","12","0","12","91","64","53","35","33","33","33","36","68","38","717","90"
"1400000US36047053000","Census Tract 530, Kings County, New York","1140","60","0","12","0","12","26","32","59","46","21","25","11","18","51","42","78","56","153","84","741","112"
"1400000US36047053100","Census Tract 531, Kings County, New York","1758","77","55","43","112","87","704","162","435","149","20","33","49","69","0","17","78","71","0","17","305","111"
"1400000US36047053200","Census Tract 532, Kings County, New York","1014","51","0","12","0","12","5","8","28","16","46","36","29","26","38","22","211","68","324","67","333","72"
"1400000US36047053300","Census Tract 533, Kings County, New York","1777","88","0","17","8","13","62","45","67","46","0","17","22","24","109","67","65","51","120","71","1324","138"
"1400000US36047053400","Census Tract 534, Kings County, New York","1401","80","0","12","0","12","10","15","0","12","108","81","17","22","145","101","36","37","314","124","771","118"
"1400000US36047053500","Census Tract 535, Kings County, New York","1074","90","0","12","21","33","10","17","13","18","18","23","72","58","24","38","108","67","66","47","742","119"
"1400000US36047053700","Census Tract 537, Kings County, New York","713","46","24","28","43","31","217","58","70","39","59","36","37","34","11","19","6","9","8","12","238","50"
"1400000US36047053800","Census Tract 538, Kings County, New York","2142","75","0","17","30","33","0","17","21","33","96","58","147","114","449","150","189","98","86","61","1124","186"
"1400000US36047053900","Census Tract 539, Kings County, New York","843","33","0","12","0","12","0","12","25","23","198","60","346","73","94","46","27","20","30","27","123","63"
"1400000US36047054200","Census Tract 542, Kings County, New York","1643","74","0","12","0","12","9","15","31","32","107","56","122","65","318","125","167","83","241","97","648","130"
"1400000US36047054300","Census Tract 543, Kings County, New York","188","57","0","12","0","12","33","32","0","12","5","7","23","31","0","12","0","12","5","7","122","54"
"1400000US36047054400","Census Tract 544, Kings County, New York","1363","65","0","12","0","12","12","20","11","17","43","53","65","58","265","114","131","80","139","62","697","115"
"1400000US36047054500","Census Tract 545, Kings County, New York","2425","82","0","17","0","17","142","77","439","165","102","78","592","168","587","202","188","119","238","138","137","98"
"1400000US36047054600","Census Tract 546, Kings County, New York","2003","69","17","26","52","42","77","65","0","12","7","12","57","46","185","70","315","100","445","117","848","165"
"1400000US36047054700","Census Tract 547, Kings County, New York","1910","59","250","95","8","13","559","92","344","91","0","17","31","34","81","71","34","40","174","82","429","113"
"1400000US36047054800","Census Tract 548, Kings County, New York","807","29","0","12","30","23","42","31","0","12","0","12","0","12","25","23","22","17","73","37","615","50"
"1400000US36047054900","Census Tract 549, Kings County, New York","1871","98","232","91","495","123","270","107","100","72","8","13","31","38","66","53","52","35","35","31","582","149"
"1400000US36047055000","Census Tract 550, Kings County, New York","1522","78","14","16","0","12","39","30","0","12","55","43","0","12","89","60","178","70","192","75","955","114"
"1400000US36047055100","Census Tract 551, Kings County, New York","2551","119","146","70","33","33","232","119","120","77","149","101","0","17","29","33","222","143","98","72","1522","250"
"1400000US36047055200","Census Tract 552, Kings County, New York","1500","65","0","12","41","38","75","52","0","12","46","35","56","38","46","43","297","94","255","106","684","139"
"1400000US36047055300","Census Tract 553, Kings County, New York","1614","82","44","42","174","79","163","73","54","36","31","28","41","38","75","55","144","76","64","48","824","130"
"1400000US36047055400","Census Tract 554, Kings County, New York","1811","53","0","12","0","12","15","17","0","12","48","32","92","53","235","88","174","80","309","98","938","126"
"1400000US36047055500","Census Tract 555, Kings County, New York","4203","128","713","142","863","160","1418","213","18","28","47","33","33","41","22","25","60","34","137","74","892","184"
"1400000US36047055600","Census Tract 556, Kings County, New York","1417","82","0","12","0","12","45","40","16","13","0","12","101","62","194","69","269","84","245","87","547","113"
"1400000US36047055700","Census Tract 557, Kings County, New York","1017","60","0","12","94","41","128","63","31","25","27","32","24","31","31","33","69","55","63","45","550","100"
"1400000US36047055800","Census Tract 558, Kings County, New York","1002","46","0","12","0","12","4","7","18","18","34","29","9","11","62","38","115","45","82","38","678","74"
